aircraft_code,flight_id,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,actual_departure,actual_arrival,seats_count,business_count,economy_count,ticket_economy,ticket_comfort,ticket_bisiness,ticket_total,economy_amount,comfort_amount,business_amount,total_amount,fuel_consumption_per_hour,fullness,flight_time_hours,fuel_price_per_ton
733,136463,PG0252,2017-01-20T10:05:00Z,2017-01-20T11:45:00Z,AAQ,SVO,Arrived,2017-01-20T10:06:00Z,2017-01-20T11:45:00Z,130,12,118,110,0,12,122,1349200.00,,439200.00,1788400.00,2.6,0.93846153846153846154,1.6666666666666665,51300
733,136464,PG0252,2017-01-09T10:05:00Z,2017-01-09T11:45:00Z,AAQ,SVO,Arrived,2017-01-09T10:07:00Z,2017-01-09T11:47:00Z,130,12,118,93,0,7,100,1141800.00,,256200.00,1398000.00,2.6,0.76923076923076923077,1.6666666666666665,51300
733,136471,PG0252,2017-01-17T10:05:00Z,2017-01-17T11:45:00Z,AAQ,SVO,Arrived,2017-01-17T10:11:00Z,2017-01-17T11:51:00Z,130,12,118,108,0,12,120,1323600.00,,439200.00,1762800.00,2.6,0.92307692307692307692,1.6666666666666665,51300
733,136479,PG0252,2017-02-21T10:05:00Z,2017-02-21T11:45:00Z,AAQ,SVO,Arrived,2017-02-21T10:08:00Z,2017-02-21T11:47:00Z,130,12,118,112,0,10,122,1372400.00,,366000.00,1738400.00,2.6,0.93846153846153846154,1.6666666666666665,51300
733,136485,PG0252,2017-01-27T10:05:00Z,2017-01-27T11:45:00Z,AAQ,SVO,Arrived,2017-01-27T10:07:00Z,2017-01-27T11:47:00Z,130,12,118,97,0,9,106,1190600.00,,329400.00,1520000.00,2.6,0.81538461538461538462,1.6666666666666665,51300
733,136486,PG0252,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,AAQ,SVO,Arrived,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,130,12,118,99,0,8,107,1212600.00,,292800.00,1505400.00,2.6,0.82307692307692307692,1.6666666666666665,51300
SU9,136571,PG0480,2017-01-25T09:25:00Z,2017-01-25T10:15:00Z,AAQ,EGO,Arrived,2017-01-25T09:28:00Z,2017-01-25T10:18:00Z,97,12,85,83,0,12,95,525900.00,,226800.00,752700.00,1.8,0.97938144329896907216,0.8333333333333334,51300
SU9,136586,PG0480,2017-01-10T09:25:00Z,2017-01-10T10:15:00Z,AAQ,EGO,Arrived,2017-01-10T09:28:00Z,2017-01-10T10:18:00Z,97,12,85,84,0,12,96,532200.00,,226800.00,759000.00,1.8,0.98969072164948453608,0.8333333333333334,51300
SU9,136600,PG0480,2017-02-08T09:25:00Z,2017-02-08T10:15:00Z,AAQ,EGO,Arrived,2017-02-08T09:26:00Z,2017-02-08T10:16:00Z,97,12,85,85,0,12,97,538500.00,,226800.00,765300.00,1.8,1.00000000000000000000,0.8333333333333334,51300
SU9,136605,PG0480,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Arrived,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,97,12,85,85,0,12,97,538500.00,,226800.00,765300.00,1.8,1.00000000000000000000,0.8333333333333334,51300
SU9,136609,PG0480,2017-01-08T09:25:00Z,2017-01-08T10:15:00Z,AAQ,EGO,Arrived,2017-01-08T09:28:00Z,2017-01-08T10:18:00Z,97,12,85,71,0,10,81,450300.00,,189000.00,639300.00,1.8,0.83505154639175257732,0.8333333333333334,51300
SU9,136612,PG0480,2017-02-21T09:25:00Z,2017-02-21T10:15:00Z,AAQ,EGO,Arrived,2017-02-21T09:27:00Z,2017-02-21T10:17:00Z,97,12,85,82,0,12,94,519600.00,,226800.00,746400.00,1.8,0.96907216494845360825,0.8333333333333334,51300
SU9,136620,PG0480,2017-02-17T09:25:00Z,2017-02-17T10:15:00Z,AAQ,EGO,Arrived,2017-02-17T09:30:00Z,2017-02-17T10:19:00Z,97,12,85,70,0,9,79,443400.00,,170100.00,613500.00,1.8,0.81443298969072164948,0.8333333333333334,51300
SU9,136630,PG0480,2017-02-25T09:25:00Z,2017-02-25T10:15:00Z,AAQ,EGO,Arrived,2017-02-25T09:32:00Z,2017-02-25T10:22:00Z,97,12,85,82,0,12,94,519600.00,,226800.00,746400.00,1.8,0.96907216494845360825,0.8333333333333334,51300
SU9,136632,PG0480,2017-01-07T09:25:00Z,2017-01-07T10:15:00Z,AAQ,EGO,Arrived,2017-01-07T12:42:00Z,2017-01-07T13:33:00Z,97,12,85,80,0,11,91,506400.00,,207900.00,714300.00,1.8,0.93814432989690721649,0.8333333333333334,51300
SU9,136642,PG0480,2017-01-30T09:25:00Z,2017-01-30T10:15:00Z,AAQ,EGO,Arrived,2017-01-30T09:28:00Z,2017-01-30T10:17:00Z,97,12,85,54,0,10,64,342000.00,,189000.00,531000.00,1.8,0.65979381443298969072,0.8333333333333334,51300
SU9,136645,PG0480,2017-01-05T09:25:00Z,2017-01-05T10:15:00Z,AAQ,EGO,Arrived,2017-01-05T09:29:00Z,2017-01-05T10:20:00Z,97,12,85,73,0,9,82,462900.00,,170100.00,633000.00,1.8,0.84536082474226804124,0.8333333333333334,51300
SU9,136649,PG0480,2017-01-18T09:25:00Z,2017-01-18T10:15:00Z,AAQ,EGO,Arrived,2017-01-18T09:25:00Z,2017-01-18T10:15:00Z,97,12,85,84,0,12,96,532200.00,,226800.00,759000.00,1.8,0.98969072164948453608,0.8333333333333334,51300
SU9,136654,PG0480,2017-01-19T09:25:00Z,2017-01-19T10:15:00Z,AAQ,EGO,Arrived,2017-01-19T09:28:00Z,2017-01-19T10:17:00Z,97,12,85,84,0,12,96,532200.00,,226800.00,759000.00,1.8,0.98969072164948453608,0.8333333333333334,51300
SU9,136660,PG0480,2017-02-20T09:25:00Z,2017-02-20T10:15:00Z,AAQ,EGO,Arrived,2017-02-20T09:26:00Z,2017-02-20T10:15:00Z,97,12,85,77,0,10,87,488100.00,,189000.00,677100.00,1.8,0.89690721649484536082,0.8333333333333334,51300
SU9,136661,PG0480,2017-01-01T09:25:00Z,2017-01-01T10:15:00Z,AAQ,EGO,Arrived,2017-01-01T09:27:00Z,2017-01-01T10:17:00Z,97,12,85,84,0,12,96,532200.00,,226800.00,759000.00,1.8,0.98969072164948453608,0.8333333333333334,51300
SU9,136666,PG0480,2017-02-09T09:25:00Z,2017-02-09T10:15:00Z,AAQ,EGO,Arrived,2017-02-09T09:26:00Z,2017-02-09T10:16:00Z,97,12,85,78,0,9,87,494400.00,,170100.00,664500.00,1.8,0.89690721649484536082,0.8333333333333334,51300
SU9,136669,PG0480,2017-01-17T09:25:00Z,2017-01-17T10:15:00Z,AAQ,EGO,Arrived,2017-01-17T09:26:00Z,2017-01-17T10:17:00Z,97,12,85,83,0,12,95,525900.00,,226800.00,752700.00,1.8,0.97938144329896907216,0.8333333333333334,51300
SU9,136672,PG0480,2017-02-03T09:25:00Z,2017-02-03T10:15:00Z,AAQ,EGO,Arrived,2017-02-03T09:28:00Z,2017-02-03T10:18:00Z,97,12,85,84,0,12,96,532200.00,,226800.00,759000.00,1.8,0.98969072164948453608,0.8333333333333334,51300
SU9,136678,PG0480,2017-01-28T09:25:00Z,2017-01-28T10:15:00Z,AAQ,EGO,Arrived,2017-01-28T09:27:00Z,2017-01-28T10:17:00Z,97,12,85,70,0,10,80,442200.00,,189000.00,631200.00,1.8,0.82474226804123711340,0.8333333333333334,51300
SU9,136706,PG0480,2017-01-06T09:25:00Z,2017-01-06T10:15:00Z,AAQ,EGO,Arrived,2017-01-06T09:30:00Z,2017-01-06T10:20:00Z,97,12,85,84,0,11,95,532200.00,,207900.00,740100.00,1.8,0.97938144329896907216,0.8333333333333334,51300
SU9,136709,PG0480,2017-01-15T09:25:00Z,2017-01-15T10:15:00Z,AAQ,EGO,Arrived,2017-01-15T09:28:00Z,2017-01-15T10:18:00Z,97,12,85,76,0,11,87,481800.00,,207900.00,689700.00,1.8,0.89690721649484536082,0.8333333333333334,51300
SU9,136720,PG0480,2017-01-26T09:25:00Z,2017-01-26T10:15:00Z,AAQ,EGO,Arrived,2017-01-26T09:29:00Z,2017-01-26T10:19:00Z,97,12,85,83,0,12,95,525900.00,,226800.00,752700.00,1.8,0.97938144329896907216,0.8333333333333334,51300
SU9,136729,PG0480,2017-01-29T09:25:00Z,2017-01-29T10:15:00Z,AAQ,EGO,Arrived,2017-01-29T09:29:00Z,2017-01-29T10:19:00Z,97,12,85,77,0,11,88,487500.00,,207900.00,695400.00,1.8,0.90721649484536082474,0.8333333333333334,51300
SU9,136733,PG0480,2017-01-09T09:25:00Z,2017-01-09T10:15:00Z,AAQ,EGO,Arrived,2017-01-09T09:27:00Z,2017-01-09T10:18:00Z,97,12,85,82,0,12,94,519600.00,,226800.00,746400.00,1.8,0.96907216494845360825,0.8333333333333334,51300
SU9,136754,PG0480,2017-02-06T09:25:00Z,2017-02-06T10:15:00Z,AAQ,EGO,Arrived,2017-02-06T09:29:00Z,2017-02-06T10:18:00Z,97,12,85,78,0,12,90,494400.00,,226800.00,721200.00,1.8,0.92783505154639175258,0.8333333333333334,51300
SU9,136755,PG0480,2017-01-21T09:25:00Z,2017-01-21T10:15:00Z,AAQ,EGO,Arrived,2017-01-21T09:30:00Z,2017-01-21T10:20:00Z,97,12,85,85,0,12,97,538500.00,,226800.00,765300.00,1.8,1.00000000000000000000,0.8333333333333334,51300
SU9,136757,PG0480,2017-01-27T09:25:00Z,2017-01-27T10:15:00Z,AAQ,EGO,Arrived,2017-01-27T09:30:00Z,2017-01-27T10:19:00Z,97,12,85,85,0,12,97,538500.00,,226800.00,765300.00,1.8,1.00000000000000000000,0.8333333333333334,51300
SU9,136758,PG0480,2017-01-12T09:25:00Z,2017-01-12T10:15:00Z,AAQ,EGO,Arrived,2017-01-12T09:26:00Z,2017-01-12T10:15:00Z,97,12,85,85,0,12,97,538500.00,,226800.00,765300.00,1.8,1.00000000000000000000,0.8333333333333334,51300
SU9,136767,PG0480,2017-01-23T09:25:00Z,2017-01-23T10:15:00Z,AAQ,EGO,Arrived,2017-01-23T09:27:00Z,2017-01-23T10:18:00Z,97,12,85,73,0,10,83,462300.00,,189000.00,651300.00,1.8,0.85567010309278350515,0.8333333333333334,51300
SU9,136769,PG0480,2017-02-10T09:25:00Z,2017-02-10T10:15:00Z,AAQ,EGO,Arrived,2017-02-10T09:30:00Z,2017-02-10T10:21:00Z,97,12,85,77,0,11,88,488100.00,,207900.00,696000.00,1.8,0.90721649484536082474,0.8333333333333334,51300
SU9,136778,PG0480,2017-02-22T09:25:00Z,2017-02-22T10:15:00Z,AAQ,EGO,Arrived,2017-02-22T09:26:00Z,2017-02-22T10:16:00Z,97,12,85,84,0,12,96,532200.00,,226800.00,759000.00,1.8,0.98969072164948453608,0.8333333333333334,51300
SU9,136780,PG0480,2017-02-24T09:25:00Z,2017-02-24T10:15:00Z,AAQ,EGO,Arrived,2017-02-24T09:30:00Z,2017-02-24T10:20:00Z,97,12,85,77,0,12,89,488100.00,,226800.00,714900.00,1.8,0.91752577319587628866,0.8333333333333334,51300
SU9,136781,PG0480,2017-01-14T09:25:00Z,2017-01-14T10:15:00Z,AAQ,EGO,Arrived,2017-01-14T09:26:00Z,2017-01-14T10:16:00Z,97,12,85,85,0,12,97,538500.00,,226800.00,765300.00,1.8,1.00000000000000000000,0.8333333333333334,51300
SU9,136802,PG0480,2017-02-26T09:25:00Z,2017-02-26T10:15:00Z,AAQ,EGO,Arrived,2017-02-26T09:32:00Z,2017-02-26T10:22:00Z,97,12,85,85,0,11,96,538500.00,,207900.00,746400.00,1.8,0.98969072164948453608,0.8333333333333334,51300
SU9,136807,PG0480,2017-02-23T09:25:00Z,2017-02-23T10:15:00Z,AAQ,EGO,Arrived,2017-02-23T09:28:00Z,2017-02-23T10:18:00Z,97,12,85,60,0,8,68,379800.00,,151200.00,531000.00,1.8,0.70103092783505154639,0.8333333333333334,51300
SU9,136815,PG0480,2017-02-19T09:25:00Z,2017-02-19T10:15:00Z,AAQ,EGO,Arrived,2017-02-19T09:26:00Z,2017-02-19T10:17:00Z,97,12,85,85,0,12,97,538500.00,,226800.00,765300.00,1.8,1.00000000000000000000,0.8333333333333334,51300
SU9,136819,PG0480,2017-01-04T09:25:00Z,2017-01-04T10:15:00Z,AAQ,EGO,Arrived,2017-01-04T09:29:00Z,2017-01-04T10:19:00Z,97,12,85,84,0,12,96,532200.00,,226800.00,759000.00,1.8,0.98969072164948453608,0.8333333333333334,51300
